               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.028346,            0.026085,           0.0010438,             0.64803,             0.80848,             0.74792,              0.4137,            0.038514,            0.013802,          0.00039507,           0.0069508,           0.0069508,           0.0069508
                 156,            0.027945,            0.025981,           0.0011918,             0.67197,             0.77199,             0.73021,             0.44465,            0.037565,            0.015216,          0.00044664,            0.006931,            0.006931,            0.006931
                 157,            0.028754,            0.025226,          0.00097411,             0.61273,             0.79191,             0.74112,             0.44699,            0.037617,            0.014632,          0.00037622,           0.0069112,           0.0069112,           0.0069112
                 158,            0.028181,            0.024958,             0.00111,             0.62258,             0.73186,             0.69928,             0.40454,             0.03957,             0.01489,            0.001073,           0.0068914,           0.0068914,           0.0068914
                 159,            0.028105,            0.025621,          0.00098504,             0.70114,             0.75808,             0.77103,             0.45254,            0.039579,            0.015604,          0.00050755,           0.0068716,           0.0068716,           0.0068716
                 160,            0.028574,            0.024701,           0.0011849,             0.59829,             0.75238,             0.67392,              0.3735,            0.039356,            0.015795,          0.00048215,           0.0068518,           0.0068518,           0.0068518
                 161,            0.028322,            0.025308,          0.00099195,             0.59097,             0.75048,             0.66242,             0.37722,            0.041931,            0.015351,          0.00037787,            0.006832,            0.006832,            0.006832
                 162,            0.027587,            0.025297,           0.0010245,             0.65471,             0.69741,             0.70501,             0.38567,            0.040845,            0.015479,          0.00035502,           0.0068122,           0.0068122,           0.0068122
                 163,            0.028072,            0.025635,          0.00095342,             0.67867,             0.68452,              0.6979,             0.38927,            0.041026,            0.015483,          0.00037744,           0.0067924,           0.0067924,           0.0067924
                 164,            0.028373,            0.025456,           0.0016018,              0.6915,             0.75007,             0.73637,             0.43812,            0.038777,            0.014502,          0.00058486,           0.0067726,           0.0067726,           0.0067726
                 165,            0.028087,            0.025627,            0.001035,             0.69832,             0.71737,             0.69781,             0.40475,            0.040549,              0.0149,          0.00044156,           0.0067528,           0.0067528,           0.0067528
                 166,            0.028315,            0.025102,          0.00089026,             0.69431,             0.82902,             0.79873,             0.44832,              0.0389,             0.01474,          0.00031053,            0.006733,            0.006733,            0.006733
                 167,            0.028036,            0.025423,           0.0008591,             0.71952,             0.81184,             0.78875,             0.44524,            0.038435,             0.01456,            0.000477,           0.0067132,           0.0067132,           0.0067132
                 168,            0.028035,            0.025257,            0.001012,             0.75524,             0.74659,             0.73825,             0.42942,            0.039909,            0.015161,          0.00091331,           0.0066934,           0.0066934,           0.0066934
                 169,            0.027782,            0.024874,           0.0010013,             0.64145,             0.75951,             0.70838,              0.4253,            0.040755,            0.015254,          0.00077065,           0.0066736,           0.0066736,           0.0066736
                 170,            0.028445,            0.025193,           0.0010876,             0.60569,             0.75357,             0.68181,             0.39196,            0.040382,            0.015727,          0.00054252,           0.0066538,           0.0066538,           0.0066538
                 171,            0.027346,            0.024952,           0.0010517,             0.72799,             0.72415,             0.72901,             0.44097,            0.038412,            0.014997,           0.0012448,            0.006634,            0.006634,            0.006634
                 172,            0.027757,            0.024542,            0.001313,              0.7297,             0.73626,             0.74736,             0.47355,            0.037955,            0.015088,          0.00077877,           0.0066142,           0.0066142,           0.0066142
                 173,            0.027816,            0.025322,           0.0012627,             0.74829,             0.63868,             0.67408,             0.40176,            0.039572,            0.016053,            0.000579,           0.0065944,           0.0065944,           0.0065944
                 174,            0.028135,            0.025361,           0.0010112,             0.69926,             0.64639,              0.6845,             0.39337,             0.04098,            0.015417,          0.00051595,           0.0065746,           0.0065746,           0.0065746
                 175,            0.027656,            0.025171,           0.0012112,              0.7682,             0.71458,             0.76754,             0.45292,            0.039851,             0.01509,          0.00039282,           0.0065548,           0.0065548,           0.0065548
                 176,            0.027248,             0.02551,          0.00094972,             0.68399,              0.7899,             0.76105,             0.43601,            0.039622,            0.015146,           0.0003906,            0.006535,            0.006535,            0.006535
                 177,            0.027129,            0.024752,          0.00071397,             0.67587,             0.68465,             0.69362,             0.42506,            0.039712,            0.015282,          0.00035141,           0.0065152,           0.0065152,           0.0065152
                 178,            0.027737,            0.024833,          0.00085215,             0.69914,             0.70728,              0.7493,             0.41379,            0.039197,            0.014894,          0.00031267,           0.0064954,           0.0064954,           0.0064954
                 179,            0.027603,            0.024447,          0.00083768,             0.69351,             0.80657,             0.75738,             0.42697,            0.038675,            0.015048,          0.00027741,           0.0064756,           0.0064756,           0.0064756
                 180,            0.027437,            0.024926,          0.00077719,             0.64801,               0.737,             0.71538,             0.38311,            0.038806,            0.015499,          0.00029204,           0.0064558,           0.0064558,           0.0064558
                 181,             0.02719,            0.024078,          0.00079389,             0.60209,             0.71722,             0.68069,              0.3952,            0.040794,            0.016148,          0.00043191,            0.006436,            0.006436,            0.006436
                 182,            0.026862,            0.024554,          0.00092774,             0.64057,              0.7013,             0.70017,             0.39686,            0.038689,            0.016134,          0.00029572,           0.0064162,           0.0064162,           0.0064162
                 183,            0.027145,            0.024584,           0.0010913,             0.72089,             0.80363,             0.77807,             0.44179,            0.036374,            0.016175,          0.00034668,           0.0063964,           0.0063964,           0.0063964
                 184,             0.02738,            0.024403,          0.00070372,             0.65865,             0.74927,             0.70073,             0.40049,            0.037206,            0.014921,          0.00026979,           0.0063766,           0.0063766,           0.0063766
                 185,            0.027198,            0.024884,           0.0011855,             0.77371,             0.74713,             0.78451,             0.46096,            0.037019,            0.014928,          0.00031353,           0.0063568,           0.0063568,           0.0063568
                 186,            0.027688,             0.02454,          0.00081141,             0.65684,             0.76934,             0.74523,             0.41947,            0.037813,            0.015378,          0.00033474,            0.006337,            0.006337,            0.006337
                 187,            0.026935,            0.024632,          0.00090552,             0.63804,             0.77754,              0.6931,             0.39177,            0.038211,            0.016115,          0.00032916,           0.0063172,           0.0063172,           0.0063172
                 188,            0.026899,            0.024066,          0.00086943,             0.67165,             0.78408,             0.74381,             0.40491,             0.03893,            0.015873,          0.00033817,           0.0062974,           0.0062974,           0.0062974
                 189,            0.027209,            0.023814,          0.00084022,             0.65098,             0.77776,             0.70279,              0.3965,            0.039626,            0.016078,          0.00028775,           0.0062776,           0.0062776,           0.0062776
                 190,            0.026463,            0.024094,           0.0010797,             0.66994,             0.77625,              0.7551,             0.41769,            0.040668,            0.014925,          0.00040491,           0.0062578,           0.0062578,           0.0062578
                 191,            0.026839,            0.023943,          0.00088851,             0.70184,             0.76273,             0.73291,             0.43269,            0.039571,            0.014171,          0.00047536,            0.006238,            0.006238,            0.006238
                 192,            0.026467,            0.023813,          0.00086802,             0.76478,              0.7356,             0.79415,             0.48439,            0.037598,            0.014022,          0.00080209,           0.0062182,           0.0062182,           0.0062182
                 193,            0.027055,            0.024001,          0.00090548,             0.69592,             0.74068,              0.7443,             0.43537,             0.03785,            0.014536,          0.00063643,           0.0061984,           0.0061984,           0.0061984
                 194,            0.027145,             0.02358,           0.0006417,             0.69485,             0.76907,             0.76465,             0.45257,             0.03791,            0.014403,          0.00043788,           0.0061786,           0.0061786,           0.0061786
                 195,            0.027024,            0.023877,          0.00066915,             0.69424,             0.85486,             0.77359,              0.4496,            0.038317,            0.014634,          0.00033356,           0.0061588,           0.0061588,           0.0061588
                 196,            0.027291,            0.024179,          0.00075244,             0.72412,             0.83197,             0.77273,             0.44231,            0.037597,            0.015238,          0.00037258,            0.006139,            0.006139,            0.006139
                 197,            0.026598,            0.024229,          0.00087748,             0.67371,             0.82953,             0.76057,             0.43251,             0.03783,            0.015612,          0.00047522,           0.0061192,           0.0061192,           0.0061192
                 198,            0.026405,            0.023965,          0.00096976,             0.77267,              0.7818,             0.79519,             0.42503,            0.038595,            0.014866,          0.00034307,           0.0060994,           0.0060994,           0.0060994
                 199,            0.026846,            0.023838,           0.0010529,             0.70369,             0.78901,             0.72334,             0.41558,            0.038659,            0.015089,          0.00038195,           0.0060796,           0.0060796,           0.0060796
                 200,            0.026433,            0.024041,           0.0010308,             0.65385,             0.77788,              0.7261,             0.43144,            0.038329,            0.014668,          0.00049288,           0.0060598,           0.0060598,           0.0060598
                 201,            0.026876,            0.023774,          0.00092332,             0.72042,             0.77621,             0.78423,             0.42292,            0.037605,            0.015296,           0.0005461,             0.00604,             0.00604,             0.00604
                 202,            0.026604,             0.02387,          0.00072585,                0.64,             0.76886,             0.70519,             0.37612,            0.039837,            0.016271,          0.00046349,           0.0060202,           0.0060202,           0.0060202
                 203,            0.026462,            0.024349,          0.00084359,             0.61938,             0.75772,             0.70562,             0.40716,            0.039165,            0.015477,          0.00030806,           0.0060004,           0.0060004,           0.0060004
                 204,            0.026531,            0.023505,          0.00079575,             0.64581,             0.79998,             0.75157,             0.40656,            0.038945,            0.014645,          0.00034525,           0.0059806,           0.0059806,           0.0059806
                 205,            0.026325,             0.02427,          0.00073731,             0.74643,             0.77582,             0.77837,             0.42675,            0.039774,            0.014626,          0.00035677,           0.0059608,           0.0059608,           0.0059608
                 206,            0.026609,            0.023783,          0.00074865,             0.63274,             0.77062,             0.73718,             0.37862,            0.039113,             0.01574,          0.00034944,            0.005941,            0.005941,            0.005941
                 207,            0.026728,            0.023811,              0.0007,             0.63554,              0.7331,             0.69863,             0.39264,            0.037967,            0.016571,          0.00041617,           0.0059212,           0.0059212,           0.0059212
                 208,            0.026535,            0.023866,          0.00073851,             0.73619,             0.75165,             0.75922,             0.42522,            0.038724,            0.015782,          0.00044761,           0.0059014,           0.0059014,           0.0059014
                 209,            0.026089,            0.023736,          0.00070882,             0.62974,             0.68878,             0.68486,             0.37354,               0.039,            0.016703,          0.00037658,           0.0058816,           0.0058816,           0.0058816
                 210,            0.025886,            0.023603,          0.00084111,             0.65145,             0.73304,             0.72841,             0.39613,            0.040348,            0.016395,          0.00036399,           0.0058618,           0.0058618,           0.0058618
                 211,            0.026305,            0.023406,          0.00077093,             0.66815,             0.74257,             0.71123,             0.38087,            0.039993,            0.016537,          0.00035545,            0.005842,            0.005842,            0.005842
                 212,            0.026042,            0.023464,           0.0010169,             0.63388,             0.78027,             0.66389,             0.35815,            0.041565,            0.015995,          0.00039361,           0.0058222,           0.0058222,           0.0058222
                 213,            0.025934,            0.023113,           0.0008769,             0.68645,             0.74582,              0.6957,             0.37347,            0.039439,            0.016546,          0.00046663,           0.0058024,           0.0058024,           0.0058024
                 214,            0.026408,            0.023924,            0.001106,             0.69108,             0.78556,             0.71948,             0.37346,            0.037321,            0.017057,           0.0005403,           0.0057826,           0.0057826,           0.0057826
                 215,            0.026173,            0.022601,           0.0011372,             0.61603,             0.77565,             0.68536,             0.37123,            0.036674,            0.016798,          0.00060346,           0.0057628,           0.0057628,           0.0057628
                 216,            0.026468,            0.023485,          0.00069467,             0.66592,             0.80592,             0.72057,             0.39784,            0.037072,            0.016445,          0.00087576,            0.005743,            0.005743,            0.005743
                 217,            0.025642,            0.023083,          0.00056749,             0.61475,             0.76733,             0.73246,             0.39464,            0.037892,            0.016685,          0.00071118,           0.0057232,           0.0057232,           0.0057232
                 218,             0.02586,            0.022907,           0.0009665,             0.70168,             0.76453,              0.7492,              0.4058,            0.038046,            0.015922,           0.0010903,           0.0057034,           0.0057034,           0.0057034
                 219,            0.025849,            0.023802,          0.00058531,             0.62728,             0.79879,             0.72484,             0.39287,            0.037597,            0.015313,           0.0010301,           0.0056836,           0.0056836,           0.0056836
                 220,            0.026452,            0.022276,          0.00099064,             0.69654,             0.79068,             0.72723,             0.42489,            0.036228,            0.015989,          0.00083882,           0.0056638,           0.0056638,           0.0056638
                 221,            0.026024,            0.023736,          0.00079129,             0.64927,             0.78905,             0.73459,             0.41092,            0.036376,            0.015669,          0.00056777,            0.005644,            0.005644,            0.005644
                 222,            0.025928,            0.023061,           0.0010007,             0.67676,             0.73051,             0.72861,             0.40543,               0.037,            0.016566,          0.00057929,           0.0056242,           0.0056242,           0.0056242
                 223,            0.026233,            0.023462,          0.00087659,             0.78263,             0.70647,             0.77802,             0.43837,            0.037836,            0.016041,          0.00050926,           0.0056044,           0.0056044,           0.0056044
                 224,            0.025878,            0.023065,          0.00064478,             0.69851,             0.73559,             0.74413,             0.43473,            0.037672,            0.015975,          0.00044532,           0.0055846,           0.0055846,           0.0055846
                 225,            0.025571,            0.023456,          0.00090639,             0.70569,             0.73225,             0.73812,             0.42759,            0.036104,            0.016249,           0.0004456,           0.0055648,           0.0055648,           0.0055648
                 226,             0.02586,            0.023035,          0.00082542,             0.73304,             0.71816,             0.74737,             0.42651,            0.036637,             0.01603,          0.00043409,            0.005545,            0.005545,            0.005545
                 227,            0.025519,            0.022655,          0.00074425,             0.66367,             0.69493,             0.75409,             0.41352,            0.037773,            0.016281,          0.00028807,           0.0055252,           0.0055252,           0.0055252
                 228,            0.025548,            0.023363,           0.0010409,             0.76821,             0.70978,             0.75148,             0.42444,            0.036845,            0.016112,          0.00033406,           0.0055054,           0.0055054,           0.0055054
                 229,            0.025697,            0.022898,          0.00083658,             0.73132,             0.72034,              0.7441,             0.42319,            0.037067,            0.016552,          0.00048923,           0.0054856,           0.0054856,           0.0054856
                 230,            0.025449,            0.023109,          0.00082864,             0.72252,             0.70441,             0.77359,             0.46049,             0.03782,            0.016101,          0.00049517,           0.0054658,           0.0054658,           0.0054658
                 231,            0.025495,            0.022895,          0.00088106,             0.71212,              0.7905,             0.79608,             0.45018,            0.038308,            0.015955,          0.00043852,            0.005446,            0.005446,            0.005446
                 232,            0.025561,            0.023108,          0.00095876,             0.76475,             0.73016,             0.79145,             0.45215,            0.038755,            0.015254,          0.00039636,           0.0054262,           0.0054262,           0.0054262
                 233,            0.025787,            0.022515,           0.0007666,              0.6049,               0.798,             0.72681,             0.41083,            0.038498,            0.016389,          0.00043166,           0.0054064,           0.0054064,           0.0054064
                 234,            0.026172,            0.023176,          0.00094254,              0.6995,             0.77818,             0.77853,             0.44014,            0.039122,            0.016377,          0.00048158,           0.0053866,           0.0053866,           0.0053866
                 235,            0.025615,            0.023177,          0.00056513,             0.72629,              0.7727,             0.78079,             0.45874,            0.040198,            0.016058,          0.00047436,           0.0053668,           0.0053668,           0.0053668
                 236,            0.025227,            0.022584,          0.00082153,             0.74035,             0.71538,             0.76436,             0.43565,            0.039986,            0.016361,          0.00038445,            0.005347,            0.005347,            0.005347
                 237,            0.025845,            0.022776,           0.0007081,             0.75493,             0.73655,             0.77324,             0.44867,            0.038365,            0.016356,          0.00040133,           0.0053272,           0.0053272,           0.0053272
                 238,            0.025269,            0.023024,          0.00071779,             0.74215,             0.77352,             0.77516,             0.45632,            0.037153,            0.015522,          0.00030069,           0.0053074,           0.0053074,           0.0053074
                 239,            0.025431,            0.022776,          0.00081382,              0.7149,             0.77926,             0.75498,             0.43658,            0.037332,            0.015312,          0.00026826,           0.0052876,           0.0052876,           0.0052876
                 240,            0.024949,            0.023112,          0.00057154,             0.72664,             0.78995,             0.80293,             0.47489,            0.036582,            0.015458,          0.00028868,           0.0052678,           0.0052678,           0.0052678
                 241,            0.025302,            0.022583,          0.00067526,               0.717,             0.70272,             0.75945,             0.45977,            0.035884,            0.015226,          0.00024065,            0.005248,            0.005248,            0.005248
                 242,            0.024907,            0.022293,          0.00062545,             0.78428,             0.70772,             0.77332,             0.44633,            0.036833,            0.015657,          0.00030377,           0.0052282,           0.0052282,           0.0052282
                 243,            0.025685,            0.023105,          0.00072927,             0.71271,             0.73713,             0.79396,             0.46774,            0.036684,            0.015709,          0.00036038,           0.0052084,           0.0052084,           0.0052084
                 244,            0.025126,            0.022686,           0.0008087,             0.73509,             0.68474,             0.73695,             0.43413,            0.037472,            0.016456,          0.00039954,           0.0051886,           0.0051886,           0.0051886
                 245,            0.025178,            0.022559,          0.00063099,             0.65805,             0.75984,             0.73368,              0.4262,            0.038041,            0.016374,           0.0003425,           0.0051688,           0.0051688,           0.0051688
                 246,            0.025044,            0.022439,          0.00083234,             0.66954,             0.77486,             0.75624,             0.44473,            0.038796,            0.015388,          0.00030187,            0.005149,            0.005149,            0.005149
                 247,            0.024968,            0.022625,          0.00060599,             0.62888,             0.75944,              0.7235,             0.42415,            0.038631,            0.015492,          0.00033267,           0.0051292,           0.0051292,           0.0051292
                 248,            0.024979,             0.02283,          0.00047403,             0.66068,             0.73522,             0.74243,             0.43766,            0.038139,            0.015623,          0.00035863,           0.0051094,           0.0051094,           0.0051094
                 249,            0.024743,            0.022722,          0.00061708,             0.65291,             0.81813,             0.73624,             0.43631,            0.037922,             0.01586,          0.00040677,           0.0050896,           0.0050896,           0.0050896
                 250,            0.024539,            0.022512,          0.00061484,             0.70373,             0.74045,             0.75236,             0.43289,              0.0377,            0.015882,          0.00038953,           0.0050698,           0.0050698,           0.0050698
                 251,            0.024902,            0.022305,          0.00049989,             0.72214,             0.69228,             0.76043,             0.42665,            0.038108,            0.015852,          0.00031396,             0.00505,             0.00505,             0.00505
                 252,            0.025008,             0.02212,          0.00060162,             0.69448,             0.77324,              0.7704,             0.45149,            0.037685,            0.015444,           0.0003057,           0.0050302,           0.0050302,           0.0050302
                 253,            0.024962,            0.023193,          0.00091338,             0.65656,             0.77223,             0.76354,             0.43666,            0.037635,            0.015954,          0.00029773,           0.0050104,           0.0050104,           0.0050104
                 254,            0.024907,             0.02262,          0.00073365,             0.67784,             0.83272,             0.79686,             0.48537,             0.03698,            0.015072,          0.00030634,           0.0049906,           0.0049906,           0.0049906
                 255,            0.024382,            0.022795,          0.00059089,             0.71866,             0.81832,             0.80105,             0.49016,            0.037668,            0.014765,          0.00033377,           0.0049708,           0.0049708,           0.0049708
                 256,            0.024499,            0.022451,          0.00070503,             0.66494,             0.79729,             0.74496,             0.46173,            0.037531,            0.015317,          0.00032895,            0.004951,            0.004951,            0.004951
                 257,            0.024554,            0.022331,           0.0006246,             0.69659,             0.76406,             0.72675,             0.42883,            0.036593,            0.015402,          0.00035201,           0.0049312,           0.0049312,           0.0049312
                 258,             0.02479,            0.022111,          0.00067287,             0.70827,             0.76275,             0.77453,              0.4646,            0.036076,            0.015029,          0.00032313,           0.0049114,           0.0049114,           0.0049114
                 259,            0.024963,            0.022417,          0.00051047,             0.70902,             0.76937,             0.77446,             0.46601,            0.036801,            0.015055,          0.00030622,           0.0048916,           0.0048916,           0.0048916
                 260,             0.02452,            0.022245,          0.00074724,             0.71665,             0.79134,             0.76285,             0.45281,            0.037919,            0.015453,          0.00033715,           0.0048718,           0.0048718,           0.0048718
                 261,            0.024608,            0.022468,           0.0005634,             0.69068,             0.77406,             0.75806,             0.45051,            0.038115,            0.015998,          0.00034693,            0.004852,            0.004852,            0.004852
                 262,            0.024856,            0.022262,           0.0010106,             0.67327,             0.72485,             0.73214,             0.43932,            0.039608,            0.016447,          0.00037367,           0.0048322,           0.0048322,           0.0048322
                 263,             0.02466,            0.022364,          0.00059125,             0.71754,             0.71781,             0.76604,             0.45818,            0.039396,            0.016067,          0.00032086,           0.0048124,           0.0048124,           0.0048124
                 264,            0.024218,            0.022208,           0.0010583,             0.64131,             0.78124,              0.7561,             0.46009,            0.039184,            0.016253,          0.00034254,           0.0047926,           0.0047926,           0.0047926
                 265,             0.02413,            0.022104,          0.00067807,             0.73967,             0.67634,             0.77022,             0.46124,            0.039286,            0.016198,          0.00043176,           0.0047728,           0.0047728,           0.0047728
                 266,            0.024458,            0.022031,          0.00084116,              0.7763,             0.72785,             0.77977,             0.47262,            0.039616,             0.01634,           0.0003572,            0.004753,            0.004753,            0.004753
                 267,            0.024652,            0.021619,          0.00071479,             0.70638,              0.7557,              0.7636,             0.44792,            0.039099,            0.016614,          0.00036868,           0.0047332,           0.0047332,           0.0047332
                 268,            0.024887,            0.021864,          0.00055539,             0.72286,             0.73395,             0.79125,             0.46073,            0.038971,            0.015987,          0.00034558,           0.0047134,           0.0047134,           0.0047134
                 269,            0.024397,             0.02232,          0.00089331,             0.69376,             0.75626,             0.75335,             0.45245,            0.039582,            0.016087,          0.00039303,           0.0046936,           0.0046936,           0.0046936
                 270,            0.024252,            0.022066,          0.00072616,             0.72232,             0.76617,             0.75573,             0.44233,            0.040353,            0.015807,          0.00041857,           0.0046738,           0.0046738,           0.0046738
                 271,             0.02419,            0.021625,          0.00081875,             0.73437,             0.74019,             0.76273,             0.44162,            0.039983,            0.015836,          0.00037043,            0.004654,            0.004654,            0.004654
                 272,            0.024897,            0.021776,          0.00088751,             0.71187,             0.71341,             0.75967,              0.4609,            0.039325,            0.015639,          0.00039532,           0.0046342,           0.0046342,           0.0046342
                 273,            0.023903,            0.022221,          0.00058773,             0.62513,               0.795,             0.75967,             0.46437,            0.038571,            0.015592,          0.00040326,           0.0046144,           0.0046144,           0.0046144
                 274,             0.02476,            0.021951,           0.0007554,             0.63935,             0.76834,             0.75381,             0.45183,             0.03883,             0.01621,          0.00032365,           0.0045946,           0.0045946,           0.0045946
                 275,            0.024025,            0.021899,          0.00059259,             0.65661,             0.79988,             0.74523,             0.43989,            0.038802,            0.016584,          0.00031768,           0.0045748,           0.0045748,           0.0045748
                 276,            0.024218,            0.021491,          0.00071158,             0.72378,             0.73597,             0.74943,             0.43956,            0.039091,            0.016253,          0.00026529,            0.004555,            0.004555,            0.004555
                 277,            0.024147,            0.021709,          0.00068273,             0.70381,             0.81038,             0.75756,             0.44257,            0.039199,            0.015852,          0.00025345,           0.0045352,           0.0045352,           0.0045352
                 278,            0.023787,            0.021771,          0.00058259,             0.68976,             0.82384,             0.76065,             0.44566,            0.039131,            0.015877,          0.00022641,           0.0045154,           0.0045154,           0.0045154
                 279,            0.023888,            0.021955,          0.00062207,             0.64435,             0.78417,             0.75853,             0.43856,            0.038688,            0.016057,          0.00023131,           0.0044956,           0.0044956,           0.0044956
                 280,            0.024166,            0.021069,          0.00056302,             0.66953,             0.82193,             0.76715,             0.44521,            0.038121,             0.01584,          0.00023078,           0.0044758,           0.0044758,           0.0044758
                 281,            0.024203,            0.021979,           0.0010244,             0.68817,              0.8083,             0.76523,             0.43066,            0.037992,            0.016154,          0.00022234,            0.004456,            0.004456,            0.004456
                 282,            0.024461,            0.021755,          0.00095887,             0.71567,             0.80952,               0.783,             0.44005,            0.037779,            0.015969,          0.00021626,           0.0044362,           0.0044362,           0.0044362
                 283,             0.02404,            0.021922,          0.00076164,             0.85519,             0.72485,             0.78584,             0.44642,             0.03832,             0.01603,          0.00023496,           0.0044164,           0.0044164,           0.0044164
                 284,            0.024017,            0.021198,          0.00052799,             0.83503,             0.70666,              0.7816,             0.43433,            0.038417,             0.01661,          0.00024855,           0.0043966,           0.0043966,           0.0043966
                 285,            0.023488,            0.021531,           0.0006918,             0.72702,             0.78819,              0.7445,             0.42224,            0.038497,            0.016731,          0.00026568,           0.0043768,           0.0043768,           0.0043768
                 286,            0.023784,            0.021033,          0.00062556,             0.79772,             0.71221,             0.75517,             0.42601,            0.038714,            0.017067,          0.00027916,            0.004357,            0.004357,            0.004357
                 287,            0.023745,            0.021742,          0.00055919,             0.70121,             0.78805,             0.78081,             0.44919,            0.038662,            0.017085,          0.00028431,           0.0043372,           0.0043372,           0.0043372
                 288,            0.023793,            0.021539,          0.00067793,             0.65351,             0.77171,             0.76801,              0.4468,             0.03888,            0.016617,          0.00025896,           0.0043174,           0.0043174,           0.0043174
                 289,            0.023418,            0.021164,           0.0005574,             0.67564,             0.79497,             0.74931,             0.43905,            0.038704,            0.016133,          0.00024934,           0.0042976,           0.0042976,           0.0042976
                 290,            0.024061,            0.021583,          0.00063841,             0.73088,             0.67449,             0.74615,             0.43772,            0.038911,            0.016352,           0.0002248,           0.0042778,           0.0042778,           0.0042778
                 291,            0.023549,            0.021184,          0.00055445,             0.72015,             0.75867,             0.77698,             0.45393,            0.039051,            0.016432,          0.00024576,            0.004258,            0.004258,            0.004258
                 292,            0.023316,            0.021556,          0.00066607,             0.75073,             0.70855,             0.76664,             0.44845,            0.039232,            0.016214,          0.00023071,           0.0042382,           0.0042382,           0.0042382
                 293,             0.02344,            0.021157,          0.00073055,             0.77219,             0.71324,             0.75782,              0.4491,            0.039042,             0.01628,          0.00024487,           0.0042184,           0.0042184,           0.0042184
                 294,            0.023275,            0.020559,           0.0006141,             0.75547,              0.7475,              0.7659,             0.46055,            0.039038,            0.016057,          0.00025742,           0.0041986,           0.0041986,           0.0041986
                 295,            0.023573,             0.02105,          0.00059712,             0.74479,              0.7292,             0.76104,             0.44777,             0.03928,            0.016152,          0.00025882,           0.0041788,           0.0041788,           0.0041788
                 296,            0.023309,            0.021354,           0.0008546,             0.74599,             0.72548,             0.74795,              0.4414,            0.039709,            0.016458,          0.00026282,            0.004159,            0.004159,            0.004159
                 297,            0.023379,            0.020863,           0.0007896,             0.72666,             0.72248,             0.75479,              0.4349,            0.039471,            0.016556,          0.00025606,           0.0041392,           0.0041392,           0.0041392
                 298,             0.02371,            0.021293,           0.0005246,             0.73451,             0.73035,             0.75453,             0.43578,            0.039172,            0.016361,          0.00027298,           0.0041194,           0.0041194,           0.0041194
                 299,             0.02349,            0.021206,          0.00087107,             0.70932,             0.76869,             0.75483,             0.43917,            0.038401,            0.016319,          0.00027766,           0.0040996,           0.0040996,           0.0040996
                 300,            0.023281,            0.021593,          0.00066483,             0.69346,             0.75752,             0.73218,             0.43331,             0.03854,            0.016096,          0.00025506,           0.0040798,           0.0040798,           0.0040798
                 301,            0.023418,            0.020943,           0.0006761,             0.75874,             0.75709,             0.76522,              0.4479,            0.037837,            0.015614,          0.00026568,             0.00406,             0.00406,             0.00406
                 302,            0.023734,             0.02136,          0.00066633,             0.73262,              0.7845,             0.76909,             0.44729,            0.038015,            0.015819,          0.00024691,           0.0040402,           0.0040402,           0.0040402
                 303,            0.022987,              0.0212,            0.000705,             0.72965,              0.8238,             0.78318,             0.43603,            0.038526,            0.015895,          0.00024891,           0.0040204,           0.0040204,           0.0040204
                 304,            0.023495,            0.020938,          0.00069437,             0.75458,             0.77623,             0.76723,              0.4469,            0.038836,            0.015996,            0.000292,           0.0040006,           0.0040006,           0.0040006
                 305,            0.023757,            0.021212,          0.00061306,             0.72188,             0.75712,             0.76017,              0.4522,            0.039557,            0.015943,          0.00029361,           0.0039808,           0.0039808,           0.0039808
                 306,             0.02344,            0.020721,          0.00046591,             0.73451,             0.77695,             0.75869,             0.44805,             0.03981,            0.015937,          0.00028052,            0.003961,            0.003961,            0.003961
                 307,            0.023273,            0.020951,          0.00057541,             0.74818,             0.76731,             0.76661,             0.45053,            0.039629,            0.015792,          0.00024633,           0.0039412,           0.0039412,           0.0039412
                 308,            0.023223,            0.021143,          0.00045833,             0.71321,             0.73502,               0.767,             0.43997,            0.039537,            0.015649,          0.00021175,           0.0039214,           0.0039214,           0.0039214
                 309,            0.022776,            0.021327,          0.00064547,             0.77168,             0.74527,              0.7847,              0.4517,            0.039251,            0.015589,          0.00022423,           0.0039016,           0.0039016,           0.0039016
                 310,            0.022452,            0.020589,          0.00045564,             0.75613,              0.7187,             0.78042,             0.44978,            0.039097,             0.01588,          0.00022738,           0.0038818,           0.0038818,           0.0038818
                 311,            0.022543,            0.020819,          0.00056006,             0.72076,             0.74809,              0.7687,             0.43432,             0.03881,            0.016301,          0.00021443,            0.003862,            0.003862,            0.003862
                 312,            0.022794,            0.020753,          0.00052212,             0.77058,             0.66409,             0.76194,             0.44317,            0.038813,            0.016477,          0.00023224,           0.0038422,           0.0038422,           0.0038422
                 313,            0.022823,            0.020532,          0.00058645,             0.71397,              0.6845,             0.76283,             0.43529,             0.03929,            0.016664,          0.00023886,           0.0038224,           0.0038224,           0.0038224
                 314,            0.023289,            0.020887,          0.00062387,             0.74481,             0.71515,             0.77478,             0.44388,            0.039345,            0.016653,          0.00023654,           0.0038026,           0.0038026,           0.0038026
